text,positive_score,negative_score,neutral_score
Some parts are still being renovated and overall a 2 hour visit is long enough.,0.30273113,0.019043814,0.67822504
Great to see the Imperial City.,0.98426247,0.0024842408,0.0132532595
Parts of it are still under renovation but it is lovely to see the old photos and experience this part of history.,0.90102357,0.006920774,0.09205562
Definitely recommend if in Hue.,0.9585567,0.004757459,0.036685813
We visited with a guide and found it very informative and interesting.,0.9793356,0.0023383724,0.018325979
"The audio
visual presentation is worth watching as it gives you a good background and is also a good place to rest from the heat.There has been a lot of restoration there, and although we visited 9 years ago, there there a lot of new restored areas and more interpretative displays now which are written i English.",0.91508996,0.00380515,0.0811049
Well worth a visit.,0.96368873,0.0065220557,0.02978914
The site is huge and unless you booked a tour or hire a guide you'll miss a lot of the history of the place.,0.19769205,0.28544992,0.516858
Takes about 90mins to go around slowly if you skip the extras like dressing up in robes to pose for photos or watching a musical performance.,0.10309994,0.059216835,0.8376832
"Entry is 120,000d.",0.0639391,0.017817201,0.9182437
"The Queen Mother's palace was my favorite, as it has the most detail and is probably the most well-kept corner of the imperial city.",0.97166395,0.0030469475,0.025289165
The moat and bonsai trees here were the only ones I saw that has been upkept.,0.13724847,0.03557353,0.827178
"Careful when bringing children here, there's a lot of construction and repair happening and it's not blocked off or sign posted.",0.13256985,0.2072115,0.6602187
"The Northern corner of the city would be beautiful if maintained but is overgrown, which is a shame.",0.034408413,0.7781051,0.18748643
Spent about 3 hours in this palace - helps to give me a brief history of the Nguyen Dynasty and the palace customs.,0.6266983,0.00548493,0.36781678
Found them to be very similar to Chinese customs at the time.,0.09063335,0.05319595,0.8561708
Definitely worth a visit!,0.9720988,0.005562498,0.0223387
It's basically the remains of what was once a quit big imperial city.,0.014173948,0.71994126,0.26588476
There are still some buildings intact and they give a nice insight in the art and decorations of the city.,0.8082136,0.0066828434,0.18510354
There is a theater in the center where they rehearse during the day and put on shows in the evening.,0.0700373,0.005979263,0.9239834
Don't be scared off by the entrance fee.,0.09513192,0.25348315,0.65138495
Once you're in you'll forget about it,0.2652993,0.10775754,0.6269431
This piece of history is a must see.,0.9420238,0.006853957,0.0511222
It's hard to imagine.this place in its full glory days but be sure to check out the video in the first main palace where they digitally reconstruct the city.,0.28497505,0.14296289,0.5720621
If you are going to DIY I would recommend reading up before hand as it's not that well documented but there is a route map outside the main entrance..but that's kind of worn out.,0.027506514,0.48889208,0.4836014
"There is alot to see so If you like to meander through and not amazing race it, then you will want at least half a day.. Maybe slightly more to appreciate all the areas.",0.77410275,0.015599726,0.21029747
Also if you are DIY be sure to consider a multi visit ticket for the tombs and the city as it works out cheaper.,0.5396179,0.010677075,0.44970503
"Definitely worth seeing, however it wasn't as spectacular as I would have expected!",0.24859193,0.49696046,0.25444764
"A major downer for us was that you had to pay extra as a tourist, not a lot extra, but still.",0.011666681,0.8307046,0.15762874
"The imperial city is an interesting place to visit and for 90,000 Vietnamese dong you can go to the imperial city and to two other cultural places in Hue (tombs).",0.88060373,0.0032493528,0.116146944
It's worth the money but if you aren't with a guide maybe do some research before you go.,0.35934567,0.05586708,0.58478725
There is a short video you can watch and several signs with information but it's mostly quite vague.,0.018269071,0.24371567,0.7380153
Worth a visit and good value,0.9629511,0.0038116607,0.03323723
"Previous imperial palace of vietnam, nice place with history, i could read chinese and decided to read what is written on the pillars or steele, realise that bullet holes were everywhere, i guess there must be a big fight before enduring peace.",0.06791888,0.54843783,0.38364327
"Nice setting across the river/moat, there are nice cafes with a good view of the palace.",0.9523955,0.0038781024,0.04372638
"Beautiful place, and only a small portion has been restored!",0.97277653,0.0080029555,0.01922047
"FYI, no toilet paper to be found so come prepared.",0.2666575,0.14993078,0.5834117
Kids can feed fish for 5000 Dong.,0.12591372,0.10813397,0.76595235
This is a large complex.,0.09239917,0.44762027,0.45998055
We found a band playing and prayers at the temple of the kings.,0.24970153,0.005144271,0.7451542
"A great visit, we were offered this as an optional add on to our tour.",0.9836082,0.003002245,0.013389572
This is a must if you are in Hue.,0.89512914,0.00854579,0.09632509
Allow plenty of time for your visit.,0.59609807,0.013808748,0.39009318
"If you're in Hue, obviously you came to see this.",0.19859119,0.099010356,0.7023985
It's the main draw of this city.,0.59220123,0.011021554,0.3967772
Interesting to see the grounds and half fallen- destroyed walls w/ bullet holes from Vietnam Conflict.,0.06660099,0.24850576,0.6848933
"Some grounds are full of flowers, plants, and other sections is swabs of overgrown grass.",0.05967028,0.0457267,0.89460295
There is one long wall of a bldg that has a chronological order of emperors and their achievements and weaknesses.,0.041138366,0.14548923,0.8133724
Throughout grounds are various bldgs.,0.06621309,0.02526239,0.9085246
To many to go into detail of what each one serves.,0.046253476,0.24920604,0.70454043
"But most of them have been redone or rebuilt from destruction over the years, if not the Vietnam Conflict.",0.030730076,0.38521954,0.58405036
What really tmpressed me was the massive Vietnam flag flying from an elevated rise of complex.,0.018000387,0.7085688,0.27343082
The bright red gently flapping in the breeze.,0.6942381,0.011544485,0.29421735
"Getting in as foreigners, we were led through a separate door and pay the mandated fee.",0.03660242,0.058816,0.90458167
I'm guessing the nationals are not charged.,0.022468384,0.25639352,0.72113806
There are about 2 vending areas that sell refreshments and snacks.,0.1539866,0.005178681,0.84083474
"Time-wise, we spent roughly 3 hrs (?)",0.09441074,0.008570885,0.8970184
and that was enough for us.,0.4010283,0.033470012,0.56550163
Considering we walked across the Truong Tien bridge.,0.055734836,0.009778317,0.93448687
Enjoy the journey.,0.9370399,0.007753589,0.055206493
"Compared to other prices for attractions in Vietnam, I thought 150,000 VND was quite a lot, but I guess it is quite a large site.",0.11094607,0.18204197,0.707012
I was also disappointed by the few information boards around and the lack of maps available as it made it harder to navigate.,0.005460849,0.9059817,0.08855738
"Having said that, the citadel was really really beautiful and poignant both in terms the end of the Royal power and the American war.",0.9540628,0.0068954565,0.039041754
"You also can't come to Hue without seeing this, I just think there's room for improvement.",0.30362147,0.10061426,0.5957643
Not worth the entry fee $20 for two ppl.,0.018515633,0.8087239,0.17276041
Its nice but instead you can walk around the old city and see many of sites free.,0.6905404,0.024593862,0.28486577
Or get a cyclo rider for 80k who will take u to all the free places.,0.22256322,0.026477242,0.7509595
Beware the food places on the way out next to main road terrible oily garbage only drunk people giv them good reviews.,0.011959155,0.89010483,0.09793593
I admit that I spend a lot of time reading everything I can and simply standing and staring at architecture or wall reliefs so keep that in mind.,0.17077558,0.07822758,0.7509969
Bring some snacks cause there is a lot to see and the gift shops are expensive.,0.22779825,0.2249334,0.5472684
There are plenty of places for couples to sit alone in open courtyards or empty lanes with crumbling walls and enjoy a bite to eat to bring your energy back up after a few hours of reading and walking.,0.49738318,0.029758729,0.47285804
Totally worth the money.,0.94242334,0.006476828,0.05109988
We didn't get a guide but they are available if you want.,0.08341697,0.041535396,0.8750477
We just wanted to take our time and not feel like we were rushed.,0.11191741,0.24475458,0.643328
A great way to spend the day,0.98107535,0.00532649,0.013598148
The imperial City was incredible and much larger than we expected!,0.98376715,0.003850471,0.01238233
I suggest allocating an half to full day to visit depending on your level of interest.,0.27193695,0.017236358,0.71082664
Bring water & your camera!,0.3200339,0.031484682,0.6484814
We were suprised with the beauty and calm of the place.,0.942284,0.008161463,0.049554512
"Worth the visit, please let you self enough time to visit the whole complex",0.9381476,0.004127404,0.057724968
"For the price you pay you would think they would maintain the grounds or even cut the grass, was ok but wouldn't spend too long here unless you get a tour guide so you know more info",0.19217567,0.12713102,0.68069327
"Maybe we had been ""tombs/temples/historied"" out... walked round for about 30 mins and moved on.",0.03722846,0.088695735,0.87407583
Im sure the history buffs would enjoy more.,0.7578433,0.022662045,0.2194946
"despite being totally overcrowded on Chinese New Year we would have missed a lot not seeing this old capital, center of the court and residence.It is very impressive in size as well as in detail.An english tour guide would have been good - we would recommend of taking one next time.",0.7401503,0.047195483,0.21265422
The trip to this place will take u about 3 hours maksimum.,0.040228933,0.13146244,0.82830864
Here you can Just relax and take your time walking though the history of Vietnams empire.,0.39438814,0.0076066623,0.5980052
If you r interested in history then this is the place to go.,0.8268578,0.00404816,0.16909406
But its too bad some places still need some restauration because huge spot of the palace was bombed to the ground during the vietnam war.,0.0060964436,0.8852477,0.10865585
The only thing i didnt like about this place was that they place the souvenir shop inside some of the ancient building.. and that they take 150 K for foreigner to entry this place vs. 130K for locals,0.00791439,0.836358,0.1557276
Surprised that others mentioned that it didn't live up to their expectations.,0.011997782,0.8456764,0.14232574
Enormous site with lots of temples many of which have been well renovated.,0.90845656,0.0062056454,0.08533776
"Lovely ponds, huge amounts of flowers surrounding the buildings and much information about the emperors that have lived there, both in writing, documentary as photographs and artefacts.",0.9390392,0.0058202012,0.055140626
One can easily spend two to three hours here without getting bored.,0.36752126,0.061289243,0.57118946
We were very impressed by the restauration works and what they have achieved so far.,0.9864066,0.0021319257,0.011461503
Beautiful flowers in pots everywhere to give the squares and buildings more cachet.,0.971769,0.005322707,0.022908319
It was like if you would walk into a film set to us.,0.07469,0.06427909,0.8610309
This ancient city or citadel is a must if you are visiting Hue.,0.9235821,0.004860576,0.07155735
Give yourself several hours to do it justice.,0.38462436,0.04860966,0.566766
Our visit was far too brief as part of an organised tour but it will be on our return bucket list.,0.839299,0.010756757,0.14994422
Whilst a large amount of the Forbidden City has been destroyed through a succession of wars there is still a large amount of the outer city left.,0.01900143,0.65524155,0.3257571
Some restoration is and has been carried out.,0.32531878,0.017152697,0.6575286
It must have been spectacular in it time.,0.923268,0.011602842,0.06512917
You can just imagine the Imperial Courts.,0.100545466,0.14593394,0.7535206
"Many people lived within the fortress wall during the war, although some have been relocated there are still some residents remaining.",0.06297046,0.02187891,0.9151507
I recommend a visit of 2 - 3 hours and then a possible return the next day.,0.15025164,0.02439089,0.82535744
There is so much to see.,0.868483,0.011064792,0.120452225
I found this place amazing.,0.98369145,0.005575497,0.010733068
"Three layers, a Citadel which then houses an Imperial Palace and a Forbidden City.",0.06215663,0.015833478,0.9220099
It is being restored step by step with information in English everywhere.,0.51167685,0.010826224,0.47749692
"Beautiful gardens, ponds and buildings scattered around all with long history.",0.9719919,0.005684922,0.02232317
"You could spend a day here, plenty of refreshments, toilets and resting places.",0.7977682,0.005386219,0.19684559
It is a large property and it was nice to get the horse ride.,0.9554369,0.0036253762,0.04093776
The driver waited for you as you stopped throughout several areas of the city.,0.1375092,0.008088989,0.85440177
Go to the theatre as the show as nice and it was refreshing to get out of the sun and into air conditioning.,0.94245744,0.0042619123,0.053280715
"My wife and I were taken to this attraction by a friend and the amount of history is overwhelming, similar to our visit to The Forbidden City in Beijing, China last year.",0.90179896,0.0025969653,0.0956041
The grounds are huge and it is sort of like a maze but the history is so fascinating.,0.9503707,0.008398437,0.041230854
The architecture of the buildings is interesting and it is nice to see they are continuing renovations on some of the buildings and structures.,0.9688523,0.0024195795,0.028728087
We visited Hue Imperial City in the afternoon.,0.12946507,0.0035868238,0.86694807
It would have been nice if this was our first attraction of the day as I believe 3 hours here is a minimum one would want to spend wandering the buildings and grounds.,0.70982593,0.017134283,0.27303976
It was nice that they have trolleys in some places to take guests from area to area too.,0.91166866,0.0041649723,0.08416639
One of the best attractions we attended in Hue.,0.98455226,0.0025208897,0.012926806
"Although some of the structures are now in ruins, and most of the significant existing monuments have been partially restored, The Complex of Hue Monuments is stunning.",0.5828027,0.04485094,0.37234637
It's kind of a ruin of the Vietnamese Emperor Palace.,0.008210174,0.7858537,0.2059361
A must see in Hue.,0.92352283,0.0064903805,0.06998677
But you don't expect to see much historical stuff as in Beijing Forbidden City.,0.041285984,0.15158536,0.80712867
"Didn't quite get what I'd hoped for from the 150,000 entry fee but filled a day up with some interesting back story on vietnamese history.",0.54005665,0.090190165,0.3697532
Reminds you of the Forbidden City yet much smaller.,0.11549954,0.045552526,0.83894795
Beautiful flowers were everywhere and lovely for photos.,0.98171705,0.0058344607,0.012448517
We visited this on a motorbike tour that took us to several main attractions in Hue.,0.30630946,0.004862188,0.68882835
It was an experience traveling as the locals do.,0.69550914,0.008469561,0.29602134
An enormous site brimmed with beautiful buildings clearly portraying the regal splendor of the royal Family from a time long gone.,0.9586492,0.0036307566,0.03772002
Restoration continues and the buildings look spectacular.,0.98228365,0.0022426154,0.015473686
The grounds are well groomed and there are lots of walkways,0.9377412,0.0043045473,0.05795425
The site is good for those who appreciate history and to truly feel like you have stepped back in time.,0.92910194,0.0047970596,0.066101
"The site has various buildings, arches, carvings, statues, urns and even it's own moat, all of which really add to the sensation that you are entering a special place.",0.92548406,0.0028811258,0.071634844
"The site has plenty of photo opportunities can take a few hours to walk around and see the complex in it's entirety, but can be done in 2 hours if you go at a fast pace and can be visited via a bus tour or via your own transport.",0.7474603,0.0031394835,0.24940017
"The site it still under constant restoration from damage done by the weather and in the Vietnam/American war, but luckily that doesn't detract from its charm.",0.50784165,0.105217755,0.3869406
"However depending on the weather I would recommend: Water (even if your tour includes it), Sun Screen, Camera, Umbrella or a hat.",0.3612111,0.013864014,0.6249249
We went to the Citadel very early; it had pretty much just opened.,0.124222055,0.008476065,0.8673019
Would definitely recommend this time.,0.9765247,0.00537771,0.018097583
"For starters, it is very quiet!",0.16385683,0.12094745,0.7151957
Not many tourists and only a few workers tending to the grounds.,0.032636974,0.32758793,0.6397751
"Secondly, it is a lot cooler than it can get during midday and late afternoon.",0.6258276,0.015994722,0.35817766
"The Imperial City itself was beautiful, however parts of it seemed very unkempt.",0.7898641,0.0357757,0.17436017
"All in all, still a must do while in Hue.",0.7724082,0.014832195,0.2127596
"The citadel cost 150k to enter, the ticket also includes a museum however we never found this.",0.040212505,0.41483903,0.54494846
It took is about 2-3 hours to look and walk around.,0.061606523,0.029443517,0.90895003
It was interesting to see and it was nice to explore the quieter areas of the citadel.,0.97443557,0.002411559,0.023152899
It reminded me of the film the King and I.,0.21328367,0.031713028,0.7550033
"It was not breath taking, and most of it has been rebuilt due to natural disasters and war.",0.0097809,0.88661206,0.103607096
"I wouldn't bother cycling around, it is much better to just walk- it is not as big as expected.",0.12768425,0.4032128,0.46910295
This is simply not to be missed!,0.96257037,0.010257659,0.027172051
I was in awe of the Forbidden City in Beijing and it would be foolish to compare the two but I was enchanted by the Imperial City.in Hue and could have spent a whole day there.I hope any future restoration does not detract from its charm which it owes in part to its state of disrepair.,0.91729164,0.02272813,0.05998027
A must see place in Hue.,0.93420607,0.005267784,0.06052614
"As others have said, go on your own and skip the guide.",0.099430576,0.08853992,0.8120295
Plan to spend a few hours exploring the entire complex.,0.38855514,0.006287301,0.60515755
"Oh, those Americans...",0.048107818,0.6204458,0.33144644
Such shame they should feel for all the bombs here a d in Laos.,0.005124021,0.9227375,0.07213857
The citadel is imposing with its walls and moat.,0.075242765,0.102110565,0.8226467
"Moving through the main gate you see the main hall, from there many out buildings beautifully decorated.",0.9337001,0.002532117,0.06376782
Well worth a visit.,0.96368873,0.0065220557,0.02978914
Tranquil gardens to wander round and many impressive buildings.,0.9434277,0.0027445855,0.053827707
You really need to be accompanied by a guide to fully understand the history of the place.,0.11631615,0.0681934,0.8154905
This beautiful to walk through and was nice to meander through such rich history.,0.9827837,0.0039775283,0.013238806
There were many parts that were re built but also many parts that weren't.,0.05310071,0.23762104,0.7092783
Quite interesting to see.,0.9442586,0.0036738985,0.052067548
I would recommend bringing some snacks and water if you get hungry.,0.49309608,0.018151773,0.4887521
Food is quite expensive inside.,0.022631813,0.6869466,0.29042163
"Also, do some readings and research as there aren't many signs that give you a background of where or what you're at.",0.032299373,0.24448176,0.72321886
Interesting to see some of the history of the imperial city.,0.5439673,0.012606515,0.44342616
Good video as you enter that explains the different sections of the grounds.,0.8287002,0.0052130655,0.16608678
The site was damaged during the American war and not all of the structures have been refurbished.,0.0054837344,0.84392136,0.15059486
It is also hard to get a sense of what it was like when the Emperor lived there since most of the buildings are empty.,0.014712943,0.49823397,0.48705307
Bathrooms are horrifically dirty.,0.0067029134,0.9373421,0.055954922
Too many people visit the Imperial City being towed around by a guide and despite the historical briefings they do not get to see as much as they could.,0.01999055,0.69540316,0.28460628
"Before visiting and whilst you are there, read your guidebook and walk slowly amongst the buildings and marvel in their architecture and design.",0.8152007,0.0036514727,0.18114784
Take your time to enjoy this wonderful piece of history.,0.96683025,0.0034211448,0.029748647
"The Citadel continues to undergo restoration and is still ""the"" sight to see when in Hue.",0.6884014,0.0066635953,0.30493498
"But having visited several times already, I was especially delighted to visit during the Tet holidays.",0.9850425,0.0022823086,0.0126752425
"Although painfully mindful of the past history of another such holiday many years ago the temperate weather, the beautiful flowers, the dragon dancers and drummers, and the throngs of native Vietnamese rather than foreigners was enough to make the visit both memorable and meaningful.",0.9126513,0.007578255,0.07977049
The almost complete renovations of the porches and the reading rooms or library are very nicely done.,0.9670934,0.0034660206,0.02944054
The changing displays on life in the royal palace and documents and history are also worth wandering through if the time allows.,0.55935687,0.0060916785,0.43455145
"You need to allow plenty of time to really drink in the concept of what life is like for a king, and those associated with him.",0.17885068,0.04842447,0.7727249
the symbols are also instructive-- for example the walled curtain that separates the public space from the domestic and contemplative spaces.,0.32776484,0.011028181,0.661207
Meanings and messages are expressed subtly here.,0.04310231,0.08165733,0.8752403
The Imperial Citadel is just a shadow of its former self after being bombed during the Vietnamese war.,0.0067223734,0.85951215,0.13376543
What remains is full of interest and intrigue.,0.30653223,0.023616284,0.6698514
Our guide had plenty of stories about the Emperor's lifestyle which were amazing even into the 20th century!,0.9777103,0.0025453242,0.019744402
The Citadel is mostly ruins with some surrounding buildings still standing.,0.01571042,0.62010396,0.3641856
You need a bit of imagination to imagine what is used to look like.,0.10460894,0.12314622,0.7722448
"Not much going on in Hue and this is part of most tours, not sure I would recommend it!",0.031627566,0.63740474,0.3309676
Lovely place to spend a few hours wandering around.,0.9750312,0.0049648685,0.020003881
I especially liked to bonsai garden in the top right corner.,0.9383875,0.0034047195,0.058207747
Also most tourists seem to gather in the central bit so if you go further out there are barely any people,0.0487824,0.294167,0.65705055
Amazing site!,0.97322625,0.0073625688,0.019411212
"i enjoyed the walk without a guide, it was great to see a lot of information posted around for those who choose to do it this way.",0.97177166,0.003907765,0.02432053
Absolute tragedy what happened but really cool to see what remains is being restored and maintained in such a fashion.,0.77014834,0.064151965,0.16569968
Must visit!,0.9468593,0.0050991126,0.048041567
Do not join a tour group: most only give 1 short hour.,0.023958795,0.52020514,0.45583606
"But the grounds are massive and the Imperial City has an amazing vibe of history, mystery, and encroaching plant life.",0.96931523,0.004655651,0.026029145
I wrongly joined a tour thinking that we'd get extra information and lots of time but the guide pushed us through in an hour (we fought back for a little more time) and did nothing but point out the obvious (ex: This is a crumbling building.),0.015430128,0.7864823,0.19808759
"Instead, get any guidebook with a detailed map of the Imperial City, pack your bag with food and water, and visit on a sunny day to marvel at the buildings, the ruins, the partially restored, and the future plans.",0.74101305,0.005247876,0.2537391
"The Co Ha gardens, Emperor's reading room, Can Chanh Palace, Dien Tho Residence, and Thai To Mieu complex are all worth the extra time needed to get around.",0.53249073,0.009649576,0.45785967
The Imperial City is really the highlight of visiting Hue so don't cut the trip short.,0.9610813,0.0038614988,0.035057224
The site is in the middle of town but quite a long walk (at least 45 min) from where most of the backpacker hotels are.,0.055251494,0.04319416,0.90155435
Save your feet for walking around the Imperial City and grab a taxi or cyclo or rent a bicycle if coming more than 2-3 blocks.,0.17067681,0.022588886,0.8067343
I has visit Hue several times and I don't want to miss this place whenever I come back.,0.5980609,0.097280376,0.30465868
I want to remember and learn more about Hue Citadel and Nguyen Dynasty as well as architecture of the Central region.,0.22636145,0.0148344375,0.7588041
I highly recommend you to visit this place.,0.9797458,0.0033653914,0.016888797
"It has large space with many areas, with a local guide, you will have an excellent presentation about Hue Citadel.",0.9684379,0.0024223072,0.02913981
"After that, you can walk along streets, eat something, take photos and enjoy peaceful atmostphere unlike hustle and bustle atmosphere in Hanoi and Ho Chi Minh City.",0.52986246,0.016706167,0.45343134
This large complex was built in 1804 by the Nguyen Dynasty.,0.051705137,0.032114822,0.91617996
The tragedy is that the huge Forbidden City (where the Emperor and his family lived) at the rear of the complex was bombed by the Americans when other efforts to dislodge a group of Viet Cong failed.,0.006341155,0.8632059,0.13045302
"Restoration efforts are underway, and it is still worth a visit to see the ruins of the Forbidden City.",0.68160135,0.007669974,0.31072867
Take time to go see the Theater which is really beautiful inside.,0.9741139,0.00300943,0.022876656
A must visit.,0.9467991,0.008572865,0.04462797
You will not be disappointed.,0.9228869,0.0114208935,0.0656922
A lot of walking but well worth it.,0.9373849,0.00749496,0.05512013
The ravages of war caused considerable damage but the restoration has been carried out using traditional methods.,0.029886212,0.42820638,0.5419074
Allow a day if you are to do it justice.,0.21603927,0.120497756,0.66346294
"Allow plenty of time to see the palace, as it is a huge site with lots to see and read.",0.8108818,0.00561074,0.18350741
In those bits that have been restored there are interesting old photos and very good descriptions in English of palace life that bring the place alive.,0.9072525,0.0062370216,0.08651047
"There appears to be only one exit to one side, but well worth finding the old gardens not far from the exit (although it's not well signposted) as there is a cafe there serving drinks and food in lovely peaceful surroundings.",0.77923024,0.013149529,0.20762026
"The citadel is huge, you could fit an entire suburb in there.",0.6022186,0.0723127,0.32546866
"Try to get around and see as much as you can, you'll need some time",0.33940172,0.040420044,0.62017816
"The Citadel has suffered neglect and the ravages of war, but visiting this place still inspires my imagination.",0.15793553,0.3935545,0.4485099
I especially loved the photo collection that detailed the daily life of the last imperial dynasty and their entourage.,0.9636803,0.0028327687,0.033486865
Extensive renovation is underway now -- I hope I get the chance to return someday.,0.9069744,0.003953057,0.08907257
"This is the first place we've visited in Hue, and we really enjoyed it!!",0.9878898,0.0020382893,0.010071911
"Gorgeous scenery, very quiet and relaxing.",0.9819225,0.0052098082,0.012867669
"They also have a video presentation that gives a brief history, as well as an exhibition hall that talks about life in the Imperial City.",0.11959474,0.0034395405,0.87696576
It was really interesting and gave context to what we were seeing.,0.9647181,0.0024660476,0.032815892
"It's a little bit expensive, but it's definitely worth a visit!",0.9231889,0.006005694,0.07080536
"The whole citadel is so big, I should spend more time to visit in 1 day.",0.89365196,0.010159251,0.09618876
Each architecture building has its own story.,0.16826887,0.02945561,0.8022756
I hope there are more visitor information at each place.,0.36826918,0.017040987,0.6146898
I have to say that I was a little disappointed with this.,0.011024369,0.8491711,0.13980456
What there is is very beautiful but so much of it has been destroyed during the wars.,0.0630129,0.7364727,0.20051436
Such a huge complex!,0.06798051,0.6762181,0.25580135
"You could easily spend a whole day there - not just to see the main buildings but if you have time, there is plenty of small alleys and parts waiting for you to discover.",0.84910876,0.005815449,0.14507578
"The only disappointment was that after the night fell, the main gate wasn't lighted, that would have been amazing tbh",0.035977803,0.8219931,0.14202905
Extraordinary mix of wonderful architecture and scars from the American War.,0.93424624,0.010118299,0.05563554
Spacious and opulent.,0.025133766,0.79001313,0.18485318
"Lacking a little in visitor info, but a worth world heritage site and must be seeb.",0.7508304,0.024192056,0.22497746
The complex is well worth visiting to see the ruins and other ancient buildings of a lost empire.,0.8881931,0.0056075733,0.106199354
Don't expect anything like the Royal Palace at Bangkok though; there are a lot of buildings in bad shape here.,0.007521515,0.8418899,0.1505885
"Closer to the entrance is always packed with tourists and can seem a bit tourist-trap like (there are people hiring out imperial costumes, and a few souvenir stands).",0.04328733,0.19106185,0.7656508
"I suggest you get away from the crowd and walk as far into the city as you can to get away from the crowds and really experience the buildings, ponds and gardens with no one to bother you.",0.41209677,0.06472219,0.5231811
You can walk into some of the buildings as they are not manned.,0.021344453,0.20017917,0.77847636
One tip: Bring lots of water!,0.5365408,0.029226545,0.43423265
"The Citadel gives a glimpse of Vietnam's dynastic past, and is a miniature version of The Forbidden City in Beijing, China.",0.05504129,0.019257963,0.92570066
"Come here to see mini-me, go to Beijing to see the mother lode.",0.16020553,0.050024077,0.7897703
"Am interesting fact was that all the housing in The Citadel was filed to the brim when the second emperor of the Nguyen Dynasty (Minh Meng) was in power, as he had more than 500 wives and apparently had the power to impregnate 3 wives in a given night!",0.19315152,0.024240378,0.7826081
It is.,0.28175193,0.100674756,0.6175733
Must visit.,0.7851035,0.012210272,0.2026862
If you go on your own or part of a group you will see the wondrous Citadel and the buildings contained inside.,0.68128717,0.0073100924,0.31140274
"You will see the history of the Kings which is covered extensively up to 1945 when the puppet King and family, the last king fled to France and when Ho Chi Minh claimed independence.",0.038425207,0.04164261,0.9199321
However they make a passing reference to the extensive damage caused during the Vietnam War and in particular 1968.,0.0076236227,0.77164304,0.22073331
They also say that the area is being restored.,0.4361097,0.011406312,0.552484
"What no guide will tell you or give a proper answer too is why no reference to the Tet Offensive which occurred on the 31st Jan 1968 by the Vietcong who attacked the citadel in the early hours taking it and rounding up ""tyrants"" including German Doctors French and Mennonite from within the citadel only for their bodies to be found months later in areas away from the citadel.",0.005874485,0.7618036,0.2323219
The Vietcong then proceeded to fight within the walls when the American and South Vietnamese responded to their attack.,0.011660706,0.41379908,0.5745402
28 days later the citadel was re-taken by the Americans and South Vietnamese.,0.022577595,0.07367485,0.9037475
When asked about this we were just told that they were defending the rights of the people against oppression.,0.025013532,0.32049224,0.6544942
It is a Wonderful place to visit but it does not give a clear picture of its history nor the atrocities committed there and close by.,0.011267358,0.8646818,0.124050885
History is written by the victor however it shouldn't be falsified for sake of a particular doctrine.,0.034131464,0.22443804,0.7414305
I'm British by the way and not an American or Australian.,0.08095488,0.1108342,0.80821085
My wife and I visited the Citadel and Imperial city on a short visit to the city.,0.19079068,0.003888309,0.8053211
The entrance is truly magnificent and a credit to the ongoing restoration project.,0.98165166,0.004110124,0.014238263
We visited just before the Chinese New Year and there were beautiful flowers on display.,0.977193,0.001918953,0.020887999
"As you walk deeper into this vast complex, there is less complete restoration, and you can let your imagination work out how it must have been in it's heyday.",0.068299405,0.23919368,0.6925069
"Bullet holes in the exterior walls are a sharp reminder of the Vietnam conflict in the late 60's, and 70's.",0.009889666,0.7485929,0.24151742
Well worth a visit.,0.96368873,0.0065220557,0.02978914
We visited the Imperial City in Hue because it seemed to be very famous and worth visiting it.,0.9392253,0.0023824903,0.058392268
Unfortunately it was more of a disappointment for us.,0.009419483,0.87977093,0.11080956
"There is not a lot to see and therefore not worth the entry price, even though it's not that much, but still a lot compared to what you get for it.",0.02281932,0.7785023,0.19867845
This was an interesting site to see.,0.97609544,0.0028921175,0.02101241
Although most of it was destroyed by American bombs they have done a good job of restoring it.,0.25390536,0.26776105,0.47833365
"Very ornate and beautiful, and gives a good feel as to how Vietnamese royalty lived in the past.",0.94433874,0.0056545367,0.050006695
We spent a couple hours touring the citadel.,0.37710658,0.0036768226,0.6192166
It was very interesting.,0.97066045,0.0043554176,0.024984106
Loved the moat and the history.,0.9751536,0.0059600845,0.018886255
Interesting to see and also to see ongoing restauration.,0.89323,0.0043388004,0.1024312
Enjoyed walk from hotel to citadel although raining.,0.95710486,0.0048188805,0.038076248
The history of Vietnam is so amazing and the architecture is stunning!,0.9840301,0.004398216,0.011571615
Make sure you go with a guide who can articulate the significance of the citadel (I went with Swallow Tours who were great).,0.85244596,0.006793524,0.14076048
"Also, make sure you try on the traditional dress, we were hesitant to begin with but it's definitely worth 95,000 vnd per person for the photos you get!",0.78404415,0.016614312,0.19934155
The tour of the Imperial City is a worth-while one.,0.9390086,0.0031770626,0.057814293
It was built modeled on the Forbidden City in Beijing.,0.07240653,0.020719144,0.9068743
There are still bullet holes in the walls from the Tet Offensive of 1968.,0.010605623,0.8349128,0.1544816
A must see in Hue.,0.92352283,0.0064903805,0.06998677
Whilst not old in terms of some Asian or European sights it is still very historical and gives a wonderful idea of what it was in its hey day.,0.8206288,0.011094888,0.1682763
Thankfully parts have bee restored to their splendor and other parts are at different stages of restoration.,0.7924733,0.015578614,0.1919481
As the former seat of royal power one would expect to see ornate ceremonial structures.,0.0763279,0.06385313,0.859819
Couple that with beautiful gardens and terrific bonsai trees and the result is this wonderful old historic setting not to be missed.,0.98521125,0.0027296105,0.0120591335
